Rv0058	dnaB	L	Replication, recombination and repair 
Rv0060	-	R	General function prediction only 
Rv0062	celA1	G	Carbohydrate transport and metabolism 
Rv0063	-	C	Energy production and conversion 
Rv0064	-	S	Function unknown 
Rv0065	-	R	General function prediction only 
Rv0066c	icd2	C	Energy production and conversion 
Rv0067c	-	K	Transcription 
Rv0068	-	R	General function prediction only 
Rv0069c	sdaA	E	Amino acid transport and metabolism 
Rv0070c	glyA2	E	Amino acid transport and metabolism 
Rv0071	-	L	Replication, recombination and repair 
Rv0072	-	V	Defense mechanisms 
Rv0073	-	V	Defense mechanisms 
Rv0074	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0075	-	E	Amino acid transport and metabolism 
Rv0077c	-	R	General function prediction only 
Rv0078	-	K	Transcription 
Rv0079	-	J	Translation, ribosomal structure and biogenesis 
Rv0081	-	K	Transcription 
Rv0082	-	C	Energy production and conversion 
Rv0083	-	P	Inorganic ion transport and metabolism 
Rv0084	hycD	C	Energy production and conversion 
Rv0085	hycP	C	Energy production and conversion 
Rv0086	hycQ	P	Inorganic ion transport and metabolism 
Rv0087	hycE	C	Energy production and conversion 
Rv0087	hycE	C	Energy production and conversion 
Rv0088	-	J	Translation, ribosomal structure and biogenesis 
Rv0089	-	R	General function prediction only 
Rv0090	-	P	Inorganic ion transport and metabolism 
Rv0090	-	S	Function unknown 
Rv0091	mtn	F	Nucleotide transport and metabolism 
Rv0092	ctpA	P	Inorganic ion transport and metabolism 
Rv0093c	-	S	Function unknown 
Rv0097	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0099	fadD10	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0100	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0101	nrp	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0101	nrp	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0102	-	S	Function unknown 
Rv0103c	ctpB	P	Inorganic ion transport and metabolism 
Rv0104	-	T	Signal transduction mechanisms 
Rv0105c	rpmB	J	Translation, ribosomal structure and biogenesis 
Rv0106	-	R	General function prediction only 
Rv0107c	ctpI	P	Inorganic ion transport and metabolism 
Rv0110	-	R	General function prediction only 
Rv0111	-	I	Lipid transport and metabolism 
Rv0112	gca	G	Carbohydrate transport and metabolism 
Rv0113	gmhA	G	Carbohydrate transport and metabolism 
Rv0114	gmhB	E	Amino acid transport and metabolism 
Rv0115	hddA	R	General function prediction only 
Rv0116c	-	S	Function unknown 
Rv0117	oxyS	K	Transcription 
Rv0118c	oxcA	H	Coenzyme transport and metabolism 
Rv0119	fadD7	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0120c	fusA2	J	Translation, ribosomal structure and biogenesis 
Rv0121c	-	R	General function prediction only 
Rv0125	pepA	O	Posttranslational modification, protein turnover, chaperones 
Rv0126	treS	G	Carbohydrate transport and metabolism 
Rv0127	-	G	Carbohydrate transport and metabolism 
Rv0128	-	S	Function unknown 
Rv0129c	fbpC	R	General function prediction only 
Rv0130	-	I	Lipid transport and metabolism 
Rv0131c	fadE1	I	Lipid transport and metabolism 
Rv0132c	fgd2	C	Energy production and conversion 
Rv0133	-	R	General function prediction only 
Rv0134	ephF	R	General function prediction only 
Rv0135c	-	K	Transcription 
Rv0136	cyp138	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0137c	msrA	O	Posttranslational modification, protein turnover, chaperones 
Rv0139	-	G	Carbohydrate transport and metabolism 
Rv0140	-	S	Function unknown 
Rv0141c	-	R	General function prediction only 
Rv0142	-	L	Replication, recombination and repair 
Rv0143c	-	P	Inorganic ion transport and metabolism 
Rv0144	-	K	Transcription 
Rv0145	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0146	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0147	-	C	Energy production and conversion 
Rv0148	-	R	General function prediction only 
Rv0149	-	R	General function prediction only 
Rv0153c	ptbB	T	Signal transduction mechanisms 
Rv0154c	fadE2	I	Lipid transport and metabolism 
Rv0155	pntAa	C	Energy production and conversion 
Rv0156	pntAb	C	Energy production and conversion 
Rv0157	pntB	C	Energy production and conversion 
Rv0158	-	K	Transcription 
Rv0161	-	C	Energy production and conversion 
Rv0162c	adhE1	C	Energy production and conversion 
Rv0163	-	R	General function prediction only 
Rv0164	TB18.5	I	Lipid transport and metabolism 
Rv0165c	-	K	Transcription 
Rv0166	fadD5	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0167	yrbE1A	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0168	yrbE1B	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0169	mce1A	T	Signal transduction mechanisms 
Rv0169	mce1A	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0170	mce1B	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0171	mce1C	T	Signal transduction mechanisms 
Rv0171	mce1C	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0172	mce1D	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0173	lprK	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0174	mce1F	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0176	-	S	Function unknown 
Rv0180c	-	S	Function unknown 
Rv0181c	-	R	General function prediction only 
Rv0182c	sigG	K	Transcription 
Rv0183	-	I	Lipid transport and metabolism 
Rv0186	bglS	G	Carbohydrate transport and metabolism 
Rv0187	-	R	General function prediction only 
Rv0189c	ilvD	G	Carbohydrate transport and metabolism 
Rv0190	-	S	Function unknown 
Rv0191	-	G	Carbohydrate transport and metabolism 
Rv0192	-	S	Function unknown 
Rv0194	-	V	Defense mechanisms 
Rv0195	-	K	Transcription 
Rv0196	-	K	Transcription 
Rv0197	-	C	Energy production and conversion 
Rv0198c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0201c	-	K	Transcription 
Rv0202c	mmpL11	R	General function prediction only 
Rv0204c	-	S	Function unknown 
Rv0205	-	R	General function prediction only 
Rv0206c	mmpL3	R	General function prediction only 
Rv0207c	-	S	Function unknown 
Rv0208c	trmB	R	General function prediction only 
Rv0211	pckA	C	Energy production and conversion 
Rv0212c	nadR	H	Coenzyme transport and metabolism 
Rv0212c	nadR	H	Coenzyme transport and metabolism 
Rv0213c	-	C	Energy production and conversion 
Rv0214	fadD4	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0215c	fadE3	I	Lipid transport and metabolism 
Rv0216	-	I	Lipid transport and metabolism 
Rv0217c	lipW	I	Lipid transport and metabolism 
Rv0218	-	R	General function prediction only 
Rv0220	lipC	I	Lipid transport and metabolism 
Rv0221	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0222	echA1	I	Lipid transport and metabolism 
Rv0223c	-	C	Energy production and conversion 
Rv0224c	-	R	General function prediction only 
Rv0225	-	M	Cell wall/membrane/envelope biogenesis 
Rv0228	-	I	Lipid transport and metabolism 
Rv0229c	-	R	General function prediction only 
Rv0230c	php	R	General function prediction only 
Rv0231	fadE4	I	Lipid transport and metabolism 
Rv0232	-	K	Transcription 
Rv0233	nrdB	F	Nucleotide transport and metabolism 
Rv0234c	gabD1	C	Energy production and conversion 
Rv0237	lpqI	G	Carbohydrate transport and metabolism 
Rv0238	-	K	Transcription 
Rv0240	-	R	General function prediction only 
Rv0241c	-	I	Lipid transport and metabolism 
Rv0242c	fabG	R	General function prediction only 
Rv0243	fadA2	I	Lipid transport and metabolism 
Rv0244c	fadE5	I	Lipid transport and metabolism 
Rv0245	-	R	General function prediction only 
Rv0247c	-	C	Energy production and conversion 
Rv0248c	sdhA	C	Energy production and conversion 
Rv0251c	hsp	O	Posttranslational modification, protein turnover, chaperones 
Rv0252	nirB	C	Energy production and conversion 
Rv0253	nirD	R	General function prediction only 
Rv0254c	cobU	H	Coenzyme transport and metabolism 
Rv0255c	cobQ1	H	Coenzyme transport and metabolism 
Rv0259c	-	S	Function unknown 
Rv0260c	-	K	Transcription 
Rv0260c	-	H	Coenzyme transport and metabolism 
Rv0261c	narK3	P	Inorganic ion transport and metabolism 
Rv0262c	aac	R	General function prediction only 
Rv0263c	-	E	Amino acid transport and metabolism 
Rv0264c	-	E	Amino acid transport and metabolism 
Rv0265c	-	P	Inorganic ion transport and metabolism 
Rv0266c	oplA	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0266c	oplA	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0267	narU	P	Inorganic ion transport and metabolism 
Rv0268c	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv0269c	-	L	Replication, recombination and repair 
Rv0270	fadD2	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0271c	fadE6	I	Lipid transport and metabolism 
Rv0273c	-	K	Transcription 
Rv0274	-	E	Amino acid transport and metabolism 
Rv0275c	-	K	Transcription 
Rv0276	-	S	Function unknown 
Rv0281	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0282	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0284	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv0288	esxH	S	Function unknown 
Rv0291	mycP3	O	Posttranslational modification, protein turnover, chaperones 
Rv0293c	-	R	General function prediction only 
Rv0294	tam	R	General function prediction only 
Rv0295c	-	S	Function unknown 
Rv0296c	-	P	Inorganic ion transport and metabolism 
Rv0299	-	J	Translation, ribosomal structure and biogenesis 
Rv0301	-	R	General function prediction only 
Rv0302	-	K	Transcription 
Rv0303	-	R	General function prediction only 
Rv0304c	PPE5	S	Function unknown 
Rv0306	-	C	Energy production and conversion 
Rv0308	-	I	Lipid transport and metabolism 
Rv0309	-	S	Function unknown 
Rv0312	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0315	-	G	Carbohydrate transport and metabolism 
Rv0316	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0317c	glpQ2	C	Energy production and conversion 
Rv0318c	-	P	Inorganic ion transport and metabolism 
Rv0319	pcp	O	Posttranslational modification, protein turnover, chaperones 
Rv0321	dcd	F	Nucleotide transport and metabolism 
Rv0322	udgA	M	Cell wall/membrane/envelope biogenesis 
Rv0323c	-	S	Function unknown 
Rv0324	-	P	Inorganic ion transport and metabolism 
Rv0324	-	K	Transcription 
Rv0325	-	R	General function prediction only 
Rv0326	-	R	General function prediction only 
Rv0327c	cyp135A1	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0328	-	K	Transcription 
Rv0329c	-	R	General function prediction only 
Rv0330c	-	K	Transcription 
Rv0331	-	R	General function prediction only 
Rv0334	rmlA	M	Cell wall/membrane/envelope biogenesis 
Rv0337c	aspC	E	Amino acid transport and metabolism 
Rv0338c	-	C	Energy production and conversion 
Rv0339c	-	K	Transcription 
Rv0339c	-	K	Transcription 
Rv0342	iniA	R	General function prediction only 
Rv0343	iniC	R	General function prediction only 
Rv0345	-	R	General function prediction only 
Rv0346c	ansP2	E	Amino acid transport and metabolism 
Rv0348	-	K	Transcription 
Rv0350	dnaK	O	Posttranslational modification, protein turnover, chaperones 
Rv0351	grpE	O	Posttranslational modification, protein turnover, chaperones 
Rv0352	dnaJ1	O	Posttranslational modification, protein turnover, chaperones 
Rv0353	hspR	K	Transcription 
Rv0355c	PPE8	S	Function unknown 
Rv0356c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0357c	purA	F	Nucleotide transport and metabolism 
Rv0359	-	R	General function prediction only 
Rv0362	mgtE	P	Inorganic ion transport and metabolism 
Rv0363c	fba	G	Carbohydrate transport and metabolism 
Rv0364	-	S	Function unknown 
Rv0365c	-	G	Carbohydrate transport and metabolism 
Rv0366c	-	S	Function unknown 
Rv0368c	-	R	General function prediction only 
Rv0369c	-	S	Function unknown 
Rv0370c	-	R	General function prediction only 
Rv0371c	-	R	General function prediction only 
Rv0372c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0373c	-	C	Energy production and conversion 
Rv0374c	-	C	Energy production and conversion 
Rv0375c	-	C	Energy production and conversion 
Rv0376c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0377	-	K	Transcription 
Rv0379	secE2	S	Function unknown 
Rv0380c	-	J	Translation, ribosomal structure and biogenesis 
Rv0382c	pyrE	F	Nucleotide transport and metabolism 
Rv0384c	clpB	O	Posttranslational modification, protein turnover, chaperones 
Rv0385	-	C	Energy production and conversion 
Rv0385	-	C	Energy production and conversion 
Rv0386	-	T	Signal transduction mechanisms 
Rv0386	-	K	Transcription 
Rv0386	-	R	General function prediction only 
Rv0389	purT	F	Nucleotide transport and metabolism 
Rv0390	-	P	Inorganic ion transport and metabolism 
Rv0391	metZ	E	Amino acid transport and metabolism 
Rv0392c	ndhA	C	Energy production and conversion 
Rv0399c	lpqK	V	Defense mechanisms 
Rv0400c	fadE7	I	Lipid transport and metabolism 
Rv0402c	mmpL1	R	General function prediction only 
Rv0404	fadD30	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0405	pks6	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0406c	-	R	General function prediction only 
Rv0407	fgd1	C	Energy production and conversion 
Rv0408	pta	C	Energy production and conversion 
Rv0408	pta	R	General function prediction only 
Rv0409	ackA	C	Energy production and conversion 
Rv0410c	pknG	L	Replication, recombination and repair 
Rv0411c	glnH	T	Signal transduction mechanisms 
Rv0413	mutT3	R	General function prediction only 
Rv0414c	thiE	H	Coenzyme transport and metabolism 
Rv0415	thiO	E	Amino acid transport and metabolism 
Rv0416	thiS	H	Coenzyme transport and metabolism 
Rv0417	thiG	H	Coenzyme transport and metabolism 
Rv0418	lpqL	R	General function prediction only 
Rv0419	lpqM	R	General function prediction only 
Rv0421c	-	R	General function prediction only 
Rv0422c	thiD	H	Coenzyme transport and metabolism 
Rv0423c	thiC	H	Coenzyme transport and metabolism 
Rv0425c	ctpH	P	Inorganic ion transport and metabolism 
Rv0427c	xthA	L	Replication, recombination and repair 
Rv0428c	-	R	General function prediction only 
Rv0429c	def	J	Translation, ribosomal structure and biogenesis 
Rv0432	sodC	P	Inorganic ion transport and metabolism 
Rv0433	-	S	Function unknown 
Rv0434	-	R	General function prediction only 
Rv0435c	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0436c	pssA	I	Lipid transport and metabolism 
Rv0437c	psd	I	Lipid transport and metabolism 
Rv0438c	moeA2	H	Coenzyme transport and metabolism 
Rv0439c	-	R	General function prediction only 
Rv0440	groEL	O	Posttranslational modification, protein turnover, chaperones 
Rv0444c	-	S	Function unknown 
Rv0445c	sigK	K	Transcription 
Rv0446c	-	S	Function unknown 
Rv0447c	ufaA1	M	Cell wall/membrane/envelope biogenesis 
Rv0448c	-	S	Function unknown 
Rv0449c	-	R	General function prediction only 
Rv0450c	mmpL4	R	General function prediction only 
Rv0452	-	K	Transcription 
Rv0454	-	J	Translation, ribosomal structure and biogenesis 
Rv0456c	echA2	I	Lipid transport and metabolism 
Rv0456A	-	T	Signal transduction mechanisms 
Rv0457c	-	E	Amino acid transport and metabolism 
Rv0458	-	C	Energy production and conversion 
Rv0459	-	S	Function unknown 
Rv0462	lpd	C	Energy production and conversion 
Rv0464c	-	S	Function unknown 
Rv0465c	-	K	Transcription 
Rv0465c	-	R	General function prediction only 
Rv0466	-	I	Lipid transport and metabolism 
Rv0467	icl	C	Energy production and conversion 
Rv0468	fadB2	I	Lipid transport and metabolism 
Rv0469	umaA	M	Cell wall/membrane/envelope biogenesis 
Rv0470c	pcaA	M	Cell wall/membrane/envelope biogenesis 
Rv0470A	-	H	Coenzyme transport and metabolism 
Rv0472c	-	K	Transcription 
Rv0473	-	S	Function unknown 
Rv0474	-	K	Transcription 
Rv0478	deoC	F	Nucleotide transport and metabolism 
Rv0480c	-	R	General function prediction only 
Rv0482	murB	M	Cell wall/membrane/envelope biogenesis 
Rv0483	lprQ	S	Function unknown 
Rv0484c	-	R	General function prediction only 
Rv0485	-	G	Carbohydrate transport and metabolism 
Rv0486	-	M	Cell wall/membrane/envelope biogenesis 
Rv0488	-	R	General function prediction only 
Rv0489	gpm1	G	Carbohydrate transport and metabolism 
Rv0490	senX3	T	Signal transduction mechanisms 
Rv0491	regX3	K	Transcription 
Rv0492c	-	E	Amino acid transport and metabolism 
Rv0494	-	K	Transcription 
Rv0496	-	P	Inorganic ion transport and metabolism 
Rv0498	-	G	Carbohydrate transport and metabolism 
Rv0499	-	C	Energy production and conversion 
Rv0500	proC	E	Amino acid transport and metabolism 
Rv0500A	-	P	Inorganic ion transport and metabolism 
Rv0501	galE2	G	Carbohydrate transport and metabolism 
Rv0502	-	I	Lipid transport and metabolism 
Rv0503c	cmaA2	M	Cell wall/membrane/envelope biogenesis 
Rv0505c	serB1	E	Amino acid transport and metabolism 
Rv0507	mmpL2	R	General function prediction only 
Rv0508	-	C	Energy production and conversion 
Rv0509	hemA	H	Coenzyme transport and metabolism 
Rv0510	hemC	H	Coenzyme transport and metabolism 
Rv0511	hemD	H	Coenzyme transport and metabolism 
Rv0511	hemD	H	Coenzyme transport and metabolism 
Rv0512	hemB	H	Coenzyme transport and metabolism 
Rv0516c	-	T	Signal transduction mechanisms 
Rv0517	-	I	Lipid transport and metabolism 
Rv0518	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0519c	-	R	General function prediction only 
Rv0520	-	R	General function prediction only 
Rv0522	gabP	E	Amino acid transport and metabolism 
Rv0524	hemL	H	Coenzyme transport and metabolism 
Rv0525	-	G	Carbohydrate transport and metabolism 
Rv0526	-	C	Energy production and conversion 
Rv0527	ccdA	O	Posttranslational modification, protein turnover, chaperones 
Rv0528	-	O	Posttranslational modification, protein turnover, chaperones 
Rv0529	ccsA	O	Posttranslational modification, protein turnover, chaperones 
Rv0530	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv0533c	fabH	I	Lipid transport and metabolism 
Rv0534c	menA	H	Coenzyme transport and metabolism 
Rv0535	pnp	F	Nucleotide transport and metabolism 
Rv0536	galE3	G	Carbohydrate transport and metabolism 
Rv0539	-	M	Cell wall/membrane/envelope biogenesis 
Rv0540	-	S	Function unknown 
Rv0542c	menE	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0545c	pitA	P	Inorganic ion transport and metabolism 
Rv0546c	-	E	Amino acid transport and metabolism 
Rv0547c	-	R	General function prediction only 
Rv0548c	menB	H	Coenzyme transport and metabolism 
Rv0549c	-	R	General function prediction only 
Rv0550c	-	R	General function prediction only 
Rv0551c	fadD8	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0552	-	R	General function prediction only 
Rv0553	menC	R	General function prediction only 
Rv0554	bpoC	R	General function prediction only 
Rv0555	menD	H	Coenzyme transport and metabolism 
Rv0557	pimB	M	Cell wall/membrane/envelope biogenesis 
Rv0558	ubiE	H	Coenzyme transport and metabolism 
Rv0560c	-	R	General function prediction only 
Rv0561c	-	C	Energy production and conversion 
Rv0562	grcC1	H	Coenzyme transport and metabolism 
Rv0563	htpX	O	Posttranslational modification, protein turnover, chaperones 
Rv0564c	gpsA	C	Energy production and conversion 
Rv0565c	-	P	Inorganic ion transport and metabolism 
Rv0566c	-	S	Function unknown 
Rv0567	-	R	General function prediction only 
Rv0568	cyp135B1	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0570	nrdZ	F	Nucleotide transport and metabolism 
Rv0571c	-	R	General function prediction only 
Rv0571c	-	R	General function prediction only 
Rv0571c	-	I	Lipid transport and metabolism 
Rv0573c	-	H	Coenzyme transport and metabolism 
Rv0574c	-	M	Cell wall/membrane/envelope biogenesis 
Rv0575c	-	C	Energy production and conversion 
Rv0576	-	K	Transcription 
Rv0576	-	S	Function unknown 
Rv0577	TB27.3	R	General function prediction only 
Rv0579	-	S	Function unknown 
Rv0582	-	R	General function prediction only 
Rv0584	-	G	Carbohydrate transport and metabolism 
Rv0585c	-	S	Function unknown 
Rv0585c	-	T	Signal transduction mechanisms 
Rv0586	-	K	Transcription 
Rv0587	yrbE2A	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0588	yrbE2B	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0589	mce2A	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0590	mce2B	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0591	mce2C	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0592	mce2D	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0593	lprL	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0594	mce2F	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0595c	-	R	General function prediction only 
Rv0596c	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv0597c	-	R	General function prediction only 
Rv0599c	-	K	Transcription 
Rv0600c	-	T	Signal transduction mechanisms 
Rv0601c	-	T	Signal transduction mechanisms 
Rv0602c	tcrA	K	Transcription 
Rv0605	-	L	Replication, recombination and repair 
Rv0606	-	L	Replication, recombination and repair 
Rv0608	-	S	Function unknown 
Rv0609	-	S	Function unknown 
Rv0613c	-	U	Intracellular trafficking, secretion, and vesicular transport 
Rv0617	-	R	General function prediction only 
Rv0618	galTa	C	Energy production and conversion 
Rv0619	galTb	C	Energy production and conversion 
Rv0620	galK	G	Carbohydrate transport and metabolism 
Rv0621	-	G	Carbohydrate transport and metabolism 
Rv0623	-	S	Function unknown 
Rv0624	-	S	Function unknown 
Rv0625c	-	S	Function unknown 
Rv0626	-	D	Cell cycle control, cell division, chromosome partitioning 
Rv0627	-	R	General function prediction only 
Rv0628c	-	S	Function unknown 
Rv0629c	recD	L	Replication, recombination and repair 
Rv0630c	recB	L	Replication, recombination and repair 
Rv0630c	recB	L	Replication, recombination and repair 
Rv0631c	recC	L	Replication, recombination and repair 
Rv0632c	echA3	I	Lipid transport and metabolism 
Rv0634c	-	R	General function prediction only 
Rv0634B	rpmG	J	Translation, ribosomal structure and biogenesis 
Rv0636	-	I	Lipid transport and metabolism 
Rv0638	secE	U	Intracellular trafficking, secretion, and vesicular transport 
Rv0639	nusG	K	Transcription 
Rv0640	rplK	J	Translation, ribosomal structure and biogenesis 
Rv0641	rplA	J	Translation, ribosomal structure and biogenesis 
Rv0642c	mmaA4	M	Cell wall/membrane/envelope biogenesis 
Rv0643c	mmaA3	M	Cell wall/membrane/envelope biogenesis 
Rv0644c	mmaA2	M	Cell wall/membrane/envelope biogenesis 
Rv0645c	mmaA1	M	Cell wall/membrane/envelope biogenesis 
Rv0646c	lipG	R	General function prediction only 
Rv0647c	-	R	General function prediction only 
Rv0648	-	G	Carbohydrate transport and metabolism 
Rv0650	-	G	Carbohydrate transport and metabolism 
Rv0651	rplJ	J	Translation, ribosomal structure and biogenesis 
Rv0652	rplL	J	Translation, ribosomal structure and biogenesis 
Rv0653c	-	K	Transcription 
Rv0654	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0655	mkl	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0657c	-	K	Transcription 
Rv0658c	-	R	General function prediction only 
Rv0659c	-	T	Signal transduction mechanisms 
Rv0663	atsD	P	Inorganic ion transport and metabolism 
Rv0667	rpoB	K	Transcription 
Rv0668	rpoC	K	Transcription 
Rv0670	end	L	Replication, recombination and repair 
Rv0671	lpqP	Q	Secondary metabolites biosynthesis, transport and catabolism 
Rv0672	fadE8	I	Lipid transport and metabolism 
Rv0673	echA4	I	Lipid transport and metabolism 
Rv0674	-	K	Transcription 
Rv0675	echA5	I	Lipid transport and metabolism 
Rv0676c	mmpL5	R	General function prediction only 
Rv0677c	mmpS5	O	Posttranslational modification, protein turnover, chaperones 
Rv0681	-	K	Transcription 
Rv0682	rpsL	J	Translation, ribosomal structure and biogenesis 
Rv0683	rpsG	J	Translation, ribosomal structure and biogenesis 
Rv0684	fusA1	J	Translation, ribosomal structure and biogenesis 
Rv0685	tuf	J	Translation, ribosomal structure and biogenesis 
Rv0687	fabG	R	General function prediction only 
Rv0688	-	R	General function prediction only 
Rv0690c	-	S	Function unknown 
Rv0691c	-	K	Transcription 
Rv0693	pqqE	R	General function prediction only 
Rv0694	lldD1	C	Energy production and conversion 
Rv0695	-	R	General function prediction only 
Rv0696	-	M	Cell wall/membrane/envelope biogenesis 
Rv0697	-	E	Amino acid transport and metabolism 
Rv0700	rpsJ	J	Translation, ribosomal structure and biogenesis 
Rv0701	rplC	J	Translation, ribosomal structure and biogenesis 
Rv0702	rplD	J	Translation, ribosomal structure and biogenesis 
Rv0703	rplW	J	Translation, ribosomal structure and biogenesis 
Rv0704	rplB	J	Translation, ribosomal structure and biogenesis 
Rv0705	rpsS	J	Translation, ribosomal structure and biogenesis 
Rv0706	rplV	J	Translation, ribosomal structure and biogenesis 
Rv0707	rpsC	J	Translation, ribosomal structure and biogenesis 
Rv0708	rplP	J	Translation, ribosomal structure and biogenesis 
Rv0709	rpmC	J	Translation, ribosomal structure and biogenesis 
Rv0710	rpsQ	J	Translation, ribosomal structure and biogenesis 
Rv0711	atsA	P	Inorganic ion transport and metabolism 
Rv0712	-	S	Function unknown 
Rv0714	rplN	J	Translation, ribosomal structure and biogenesis 
Rv0715	rplX	J	Translation, ribosomal structure and biogenesis 
Rv0716	rplE	J	Translation, ribosomal structure and biogenesis 
Rv0717	rpsN	J	Translation, ribosomal structure and biogenesis 
Rv0718	rpsH	J	Translation, ribosomal structure and biogenesis 
Rv0719	rplF	J	Translation, ribosomal structure and biogenesis 
Rv0720	rplR	J	Translation, ribosomal structure and biogenesis 
Rv0721	rpsE	J	Translation, ribosomal structure and biogenesis 
Rv0722	rpmD	J	Translation, ribosomal structure and biogenesis 
Rv0723	rplO	J	Translation, ribosomal structure and biogenesis 
Rv0724	sppA	U	Intracellular trafficking, secretion, and vesicular transport 
Rv0725c	-	Q	Secondary metabolites biosynthesis, transport and catabolism 
